SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_SOCrank	SOCTitle	jobzone	scale_rank
00-0000	1.C.7.b	Analytical Thinking	66.691604139		All occ	41492.120611		All occupations	3	3
00-0000	1.C.7.b	Analytical Thinking	90.905312982		All occ	75120.883903		All occupations	4	0
00-0000	1.C.7.b	Analytical Thinking	86.192185233		All occ	75855.945547		All occupations	4	1
00-0000	1.C.7.b	Analytical Thinking	80.627761905		All occ	77390.615657		All occupations	4	2
00-0000	1.C.7.b	Analytical Thinking	74.917273963		All occ	53074.875597		All occupations	4	3
00-0000	1.C.7.b	Analytical Thinking	95.408157773		All occ	99757.457157		All occupations	5	0
00-0000	1.C.7.b	Analytical Thinking	91.838223765		All occ	93336.812745		All occupations	5	1
00-0000	1.C.7.b	Analytical Thinking	86.715704224		All occ	101176.643		All occupations	5	2
00-0000	1.C.7.b	Analytical Thinking	78.034380979		All occ	69551.490484		All occupations	5	3
11-0000	1.C.1.a	Achievement/Effort	81.600000308	6,936,990	Management	98560	0	Management		
11-0000	1.C.1.b	Persistence	82.884615843	6,936,990	Management	98560	0	Management		
11-0000	1.C.1.c	Initiative	86.534615388	6,936,990	Management	98560	0	Management		
11-0000	1.C.2.b	Leadership	86.957692275	6,936,990	Management	98560	0	Management		
11-0000	1.C.3.a	Cooperation	85.050000411	6,936,990	Management	98560	1	Management		
11-0000	1.C.3.b	Concern for Others	76.965384758	6,936,990	Management	98560	1	Management		
11-0000	1.C.3.c	Social Orientation	71.57307689	6,936,990	Management	98560	1	Management		
11-0000	1.C.4.a	Self Control	84.249999982	6,936,990	Management	98560	1	Management		
11-0000	1.C.4.b	Stress Tolerance	85.196153934	6,936,990	Management	98560	0	Management		
11-0000	1.C.4.c	Adaptability/Flexibility	84.569230813	6,936,990	Management	98560	0	Management		
11-0000	1.C.5.a	Dependability	90.942307619	6,936,990	Management	98560	1	Management		
11-0000	1.C.5.b	Attention to Detail	87.738461494	6,936,990	Management	98560	1	Management		
11-0000	1.C.5.c	Integrity	92.265385114	6,936,990	Management	98560	0	Management		
11-0000	1.C.6	Independence	79.180769645	6,936,990	Management	98560	1	Management		
11-0000	1.C.7.a	Innovation	75.057692436	6,936,990	Management	98560	1	Management		
11-0000	1.C.7.b	Analytical Thinking	82.488461183	6,936,990	Management	98560	1	Management		
11-1011	1.C.1.a	Achievement/Effort	87.40000248	238,940	Management	175110		Chief Executives	5	1
11-1011	1.C.1.b	Persistence	87.399997711	238,940	Management	175110		Chief Executives	5	1
11-1011	1.C.1.c	Initiative	93.499999046	238,940	Management	175110		Chief Executives	5	0
11-1011	1.C.2.b	Leadership	96.099996567	238,940	Management	175110		Chief Executives	5	0
11-1011	1.C.3.a	Cooperation	87.600002289	238,940	Management	175110		Chief Executives	5	1
11-1011	1.C.3.b	Concern for Others	76.999998093	238,940	Management	175110		Chief Executives	5	2
11-1011	1.C.3.c	Social Orientation	70.199999809	238,940	Management	175110		Chief Executives	5	2
11-1011	1.C.4.a	Self Control	85.199999809	238,940	Management	175110		Chief Executives	5	1
11-1011	1.C.4.b	Stress Tolerance	88.299999237	238,940	Management	175110		Chief Executives	5	0
11-1011	1.C.4.c	Adaptability/Flexibility	84.299998283	238,940	Management	175110		Chief Executives	5	1
11-1011	1.C.5.a	Dependability	88.800001144	238,940	Management	175110		Chief Executives	5	2
11-1011	1.C.5.b	Attention to Detail	86.099996567	238,940	Management	175110		Chief Executives	5	2
11-1011	1.C.5.c	Integrity	93.800001144	238,940	Management	175110		Chief Executives	5	1
11-1011	1.C.6	Independence	88.099999428	238,940	Management	175110		Chief Executives	5	1
11-1011	1.C.7.a	Innovation	86.500000954	238,940	Management	175110		Chief Executives	5	0
11-1011	1.C.7.b	Analytical Thinking	87.59999752	238,940	Management	175110		Chief Executives	5	2
11-1021	1.C.1.a	Achievement/Effort	83.599996567	2,145,140	Management	97730		General and Operations Managers	4	1
11-1021	1.C.1.b	Persistence	80.799999237	2,145,140	Management	97730		General and Operations Managers	4	2
11-1021	1.C.1.c	Initiative	86.999998093	2,145,140	Management	97730		General and Operations Managers	4	1
11-1021	1.C.2.b	Leadership	91.800003052	2,145,140	Management	97730		General and Operations Managers	4	0
11-1021	1.C.3.a	Cooperation	83.199996948	2,145,140	Management	97730		General and Operations Managers	4	2
11-1021	1.C.3.b	Concern for Others	81.199998856	2,145,140	Management	97730		General and Operations Managers	4	1
11-1021	1.C.3.c	Social Orientation	71.399998665	2,145,140	Management	97730		General and Operations Managers	4	1
11-1021	1.C.4.a	Self Control	86.199998856	2,145,140	Management	97730		General and Operations Managers	4	1
11-1021	1.C.4.b	Stress Tolerance	86.599998474	2,145,140	Management	97730		General and Operations Managers	4	1
11-1021	1.C.4.c	Adaptability/Flexibility	81.800003052	2,145,140	Management	97730		General and Operations Managers	4	2
11-1021	1.C.5.a	Dependability	90.799999237	2,145,140	Management	97730		General and Operations Managers	4	1
11-1021	1.C.5.b	Attention to Detail	85	2,145,140	Management	97730		General and Operations Managers	4	3
11-1021	1.C.5.c	Integrity	86.000003815	2,145,140	Management	97730		General and Operations Managers	4	3
11-1021	1.C.6	Independence	79.800000191	2,145,140	Management	97730		General and Operations Managers	4	1
11-1021	1.C.7.a	Innovation	73.000001907	2,145,140	Management	97730		General and Operations Managers	4	2
11-1021	1.C.7.b	Analytical Thinking	80.600004196	2,145,140	Management	97730		General and Operations Managers	4	2
11-2011	1.C.1.a	Achievement/Effort	86.000003815	29,340	Management	95890		Advertising and Promotions Managers	4	0
11-2011	1.C.1.b	Persistence	84.600000381	29,340	Management	95890		Advertising and Promotions Managers	4	1
11-2011	1.C.1.c	Initiative	94.200000763	29,340	Management	95890		Advertising and Promotions Managers	4	0
11-2011	1.C.2.b	Leadership	84.600000381	29,340	Management	95890		Advertising and Promotions Managers	4	0
11-2011	1.C.3.a	Cooperation	88.000001907	29,340	Management	95890		Advertising and Promotions Managers	4	1
11-2011	1.C.3.b	Concern for Others	78.600001335	29,340	Management	95890		Advertising and Promotions Managers	4	1
11-2011	1.C.3.c	Social Orientation	79.800000191	29,340	Management	95890		Advertising and Promotions Managers	4	0
11-2011	1.C.4.a	Self Control	88.400001526	29,340	Management	95890		Advertising and Promotions Managers	4	0
11-2011	1.C.4.b	Stress Tolerance	87.79999733	29,340	Management	95890		Advertising and Promotions Managers	4	1
11-2011	1.C.4.c	Adaptability/Flexibility	90.799999237	29,340	Management	95890		Advertising and Promotions Managers	4	0
11-2011	1.C.5.a	Dependability	94.799995422	29,340	Management	95890		Advertising and Promotions Managers	4	0
11-2011	1.C.5.b	Attention to Detail	93.999996185	29,340	Management	95890		Advertising and Promotions Managers	4	0
11-2011	1.C.5.c	Integrity	93.199996948	29,340	Management	95890		Advertising and Promotions Managers	4	1
11-2011	1.C.6	Independence	81.599998474	29,340	Management	95890		Advertising and Promotions Managers	4	1
11-2011	1.C.7.a	Innovation	90.200004578	29,340	Management	95890		Advertising and Promotions Managers	4	0
11-2011	1.C.7.b	Analytical Thinking	83.199996948	29,340	Management	95890		Advertising and Promotions Managers	4	2
11-2021	1.C.1.a	Achievement/Effort	86.400003433	192,890	Management	128750		Marketing Managers	4	0
11-2021	1.C.1.b	Persistence	84.600000381	192,890	Management	128750		Marketing Managers	4	1
11-2021	1.C.1.c	Initiative	90.600004196	192,890	Management	128750		Marketing Managers	4	0
11-2021	1.C.2.b	Leadership	87.399997711	192,890	Management	128750		Marketing Managers	4	0
11-2021	1.C.3.a	Cooperation	81.599998474	192,890	Management	128750		Marketing Managers	4	2
11-2021	1.C.3.b	Concern for Others	67.399997711	192,890	Management	128750		Marketing Managers	4	2
11-2021	1.C.3.c	Social Orientation	75.999999046	192,890	Management	128750		Marketing Managers	4	1
11-2021	1.C.4.a	Self Control	77.399997711	192,890	Management	128750		Marketing Managers	4	2
11-2021	1.C.4.b	Stress Tolerance	80.200004578	192,890	Management	128750		Marketing Managers	4	2
11-2021	1.C.4.c	Adaptability/Flexibility	86.199998856	192,890	Management	128750		Marketing Managers	4	1
11-2021	1.C.5.a	Dependability	86.999998093	192,890	Management	128750		Marketing Managers	4	3
11-2021	1.C.5.b	Attention to Detail	86.400003433	192,890	Management	128750		Marketing Managers	4	2
11-2021	1.C.5.c	Integrity	83.400001526	192,890	Management	128750		Marketing Managers	4	3
11-2021	1.C.6	Independence	77.600002289	192,890	Management	128750		Marketing Managers	4	2
11-2021	1.C.7.a	Innovation	83.000001907	192,890	Management	128750		Marketing Managers	4	0
11-2021	1.C.7.b	Analytical Thinking	80	192,890	Management	128750		Marketing Managers	4	2
11-2022	1.C.1.a	Achievement/Effort	90.399999619	364,750	Management	113860		Sales Managers	4	0
11-2022	1.C.1.b	Persistence	88.599996567	364,750	Management	113860		Sales Managers	4	0
11-2022	1.C.1.c	Initiative	89.600000381	364,750	Management	113860		Sales Managers	4	0
11-2022	1.C.2.b	Leadership	90.399999619	364,750	Management	113860		Sales Managers	4	0
11-2022	1.C.3.a	Cooperation	79.000000954	364,750	Management	113860		Sales Managers	4	3
11-2022	1.C.3.b	Concern for Others	76.199998856	364,750	Management	113860		Sales Managers	4	1
11-2022	1.C.3.c	Social Orientation	72.399997711	364,750	Management	113860		Sales Managers	4	1
11-2022	1.C.4.a	Self Control	86.599998474	364,750	Management	113860		Sales Managers	4	1
11-2022	1.C.4.b	Stress Tolerance	85.799999237	364,750	Management	113860		Sales Managers	4	1
11-2022	1.C.4.c	Adaptability/Flexibility	84.799995422	364,750	Management	113860		Sales Managers	4	1
11-2022	1.C.5.a	Dependability	91.400003433	364,750	Management	113860		Sales Managers	4	1
11-2022	1.C.5.b	Attention to Detail	81.999998093	364,750	Management	113860		Sales Managers	4	3
11-2022	1.C.5.c	Integrity	93.400001526	364,750	Management	113860		Sales Managers	4	1
11-2022	1.C.6	Independence	81.000003815	364,750	Management	113860		Sales Managers	4	1
11-2022	1.C.7.a	Innovation	72.399997711	364,750	Management	113860		Sales Managers	4	2
11-2022	1.C.7.b	Analytical Thinking	80	364,750	Management	113860		Sales Managers	4	2
11-2031	1.C.1.a	Achievement/Effort	87.20000267	60,380	Management	104140		Public Relations and Fundraising Managers	4	0
11-2031	1.C.1.b	Persistence	86.000003815	60,380	Management	104140		Public Relations and Fundraising Managers	4	0
11-2031	1.C.1.c	Initiative	87.600002289	60,380	Management	104140		Public Relations and Fundraising Managers	4	1
11-2031	1.C.2.b	Leadership	86.599998474	60,380	Management	104140		Public Relations and Fundraising Managers	4	0
11-2031	1.C.3.a	Cooperation	88.400001526	60,380	Management	104140		Public Relations and Fundraising Managers	4	0
11-2031	1.C.3.b	Concern for Others	86.199998856	60,380	Management	104140		Public Relations and Fundraising Managers	4	0
11-2031	1.C.3.c	Social Orientation	85.200004578	60,380	Management	104140		Public Relations and Fundraising Managers	4	0
11-2031	1.C.4.a	Self Control	85.200004578	60,380	Management	104140		Public Relations and Fundraising Managers	4	1
11-2031	1.C.4.b	Stress Tolerance	89.399995804	60,380	Management	104140		Public Relations and Fundraising Managers	4	0
11-2031	1.C.4.c	Adaptability/Flexibility	86.999998093	60,380	Management	104140		Public Relations and Fundraising Managers	4	1
11-2031	1.C.5.a	Dependability	91.400003433	60,380	Management	104140		Public Relations and Fundraising Managers	4	1
11-2031	1.C.5.b	Attention to Detail	92.399997711	60,380	Management	104140		Public Relations and Fundraising Managers	4	1
11-2031	1.C.5.c	Integrity	91.400003433	60,380	Management	104140		Public Relations and Fundraising Managers	4	2
11-2031	1.C.6	Independence	86.199998856	60,380	Management	104140		Public Relations and Fundraising Managers	4	0
11-2031	1.C.7.a	Innovation	84.200000763	60,380	Management	104140		Public Relations and Fundraising Managers	4	0
11-2031	1.C.7.b	Analytical Thinking	79.800000191	60,380	Management	104140		Public Relations and Fundraising Managers	4	2
11-3011	1.C.1.a	Achievement/Effort	69.200000763	270,080	Management	86110		Administrative Services Managers	3	3
11-3011	1.C.1.b	Persistence	71.799998283	270,080	Management	86110		Administrative Services Managers	3	3
11-3011	1.C.1.c	Initiative	87.399997711	270,080	Management	86110		Administrative Services Managers	3	0
11-3011	1.C.2.b	Leadership	80	270,080	Management	86110		Administrative Services Managers	3	0
11-3011	1.C.3.a	Cooperation	90.399999619	270,080	Management	86110		Administrative Services Managers	3	0
11-3011	1.C.3.b	Concern for Others	84.200000763	270,080	Management	86110		Administrative Services Managers	3	1
11-3011	1.C.3.c	Social Orientation	69.200000763	270,080	Management	86110		Administrative Services Managers	3	1
11-3011	1.C.4.a	Self Control	87.399997711	270,080	Management	86110		Administrative Services Managers	3	1
11-3011	1.C.4.b	Stress Tolerance	83.800001144	270,080	Management	86110		Administrative Services Managers	3	1
11-3011	1.C.4.c	Adaptability/Flexibility	85.399999619	270,080	Management	86110		Administrative Services Managers	3	1
11-3011	1.C.5.a	Dependability	94.600000381	270,080	Management	86110		Administrative Services Managers	3	0
11-3011	1.C.5.b	Attention to Detail	92.600002289	270,080	Management	86110		Administrative Services Managers	3	1
11-3011	1.C.5.c	Integrity	95.399999619	270,080	Management	86110		Administrative Services Managers	3	0
11-3011	1.C.6	Independence	89.799995422	270,080	Management	86110		Administrative Services Managers	3	0
11-3011	1.C.7.a	Innovation	70.999999046	270,080	Management	86110		Administrative Services Managers	3	2
11-3011	1.C.7.b	Analytical Thinking	69.600000381	270,080	Management	86110		Administrative Services Managers	3	3
11-3021	1.C.1.a	Achievement/Effort	79.000000954	341,250	Management	131600		Computer and Information Systems Managers	4	2
11-3021	1.C.1.b	Persistence	68.600001335	341,250	Management	131600		Computer and Information Systems Managers	4	3
11-3021	1.C.1.c	Initiative	80	341,250	Management	131600		Computer and Information Systems Managers	4	3
11-3021	1.C.2.b	Leadership	82.20000267	341,250	Management	131600		Computer and Information Systems Managers	4	1
11-3021	1.C.3.a	Cooperation	87.399997711	341,250	Management	131600		Computer and Information Systems Managers	4	1
11-3021	1.C.3.b	Concern for Others	81.800003052	341,250	Management	131600		Computer and Information Systems Managers	4	1
11-3021	1.C.3.c	Social Orientation	58.800001144	341,250	Management	131600		Computer and Information Systems Managers	4	2
11-3021	1.C.4.a	Self Control	80	341,250	Management	131600		Computer and Information Systems Managers	4	2
11-3021	1.C.4.b	Stress Tolerance	71.399998665	341,250	Management	131600		Computer and Information Systems Managers	4	3
11-3021	1.C.4.c	Adaptability/Flexibility	94.200000763	341,250	Management	131600		Computer and Information Systems Managers	4	0
11-3021	1.C.5.a	Dependability	95	341,250	Management	131600		Computer and Information Systems Managers	4	0
11-3021	1.C.5.b	Attention to Detail	88.199996948	341,250	Management	131600		Computer and Information Systems Managers	4	2
11-3021	1.C.5.c	Integrity	95.200004578	341,250	Management	131600		Computer and Information Systems Managers	4	0
11-3021	1.C.6	Independence	83.400001526	341,250	Management	131600		Computer and Information Systems Managers	4	0
11-3021	1.C.7.a	Innovation	80	341,250	Management	131600		Computer and Information Systems Managers	4	1
11-3021	1.C.7.b	Analytical Thinking	84.600000381	341,250	Management	131600		Computer and Information Systems Managers	4	1
11-3031	1.C.1.a	Achievement/Effort	87.20000267	531,120	Management	117990		Financial Managers	5	1
11-3031	1.C.1.b	Persistence	86.500000954	531,120	Management	117990		Financial Managers	5	1
11-3031	1.C.1.c	Initiative	88.500003815	531,120	Management	117990		Financial Managers	5	1
11-3031	1.C.2.b	Leadership	90	531,120	Management	117990		Financial Managers	5	0
11-3031	1.C.3.a	Cooperation	82.20000267	531,120	Management	117990		Financial Managers	5	2
11-3031	1.C.3.b	Concern for Others	69.400000572	531,120	Management	117990		Financial Managers	5	3
11-3031	1.C.3.c	Social Orientation	68.499999046	531,120	Management	117990		Financial Managers	5	2
11-3031	1.C.4.a	Self Control	81.799998283	531,120	Management	117990		Financial Managers	5	2
11-3031	1.C.4.b	Stress Tolerance	84.299998283	531,120	Management	117990		Financial Managers	5	1
11-3031	1.C.4.c	Adaptability/Flexibility	84.099998474	531,120	Management	117990		Financial Managers	5	1
11-3031	1.C.5.a	Dependability	92.300000191	531,120	Management	117990		Financial Managers	5	1
11-3031	1.C.5.b	Attention to Detail	91.399998665	531,120	Management	117990		Financial Managers	5	1
11-3031	1.C.5.c	Integrity	96.300001144	531,120	Management	117990		Financial Managers	5	1
11-3031	1.C.6	Independence	77.500002384	531,120	Management	117990		Financial Managers	5	3
11-3031	1.C.7.a	Innovation	68.999998569	531,120	Management	117990		Financial Managers	5	3
11-3031	1.C.7.b	Analytical Thinking	85	531,120	Management	117990		Financial Managers	5	2
11-3051	1.C.1.a	Achievement/Effort	84.349999428	169,390	Management	93940		Industrial Production Managers	4	0
11-3051	1.C.1.b	Persistence	84.149998426	169,390	Management	93940		Industrial Production Managers	4	1
11-3051	1.C.1.c	Initiative	86.300001144	169,390	Management	93940		Industrial Production Managers	4	1
11-3051	1.C.2.b	Leadership	90.899999142	169,390	Management	93940		Industrial Production Managers	4	0
